SID,SEASON,BASIN,NAME,ISO_TIME,LAT,LON,USA_WIND,USA_SSHS,geometry,index_right,NAME_NORM
2008193N20126,2008,Western Pacific,KALMAEGI,2008-07-17 09:00:00,23.7,122.3,90.0,2,POINT (122.3 23.7),63,KALMAEGI_2008_07
1980277N09157,1980,Western Pacific,WYNNE,1980-10-13 18:00:00,30.5,130.5,90.0,2,POINT (130.5 30.5),71,WYNNE_1980_10
2009270N10148,2009,Western Pacific,PARMA,2009-10-03 00:00:00,17.2,123.0,90.0,2,POINT (123 17.2),51,PARMA_2009_10
2017206N13129,2017,Western Pacific,NESAT,2017-07-29 09:00:00,24.0,122.4,90.0,2,POINT (122.4 24),63,NESAT_2017_07
2023293N12089,2023,North Indian,HAMOON,2023-10-24 12:00:00,21.0,91.2,90.0,2,POINT (91.2 21),112,HAMOON_2023_10
2003212N09150,2003,Western Pacific,ETAU,2003-08-08 06:00:00,32.1,133.1,90.0,2,POINT (133.1 32.1),66,ETAU_2003_08
2003226N07156,2003,Western Pacific,KROVANH,2003-08-25 06:00:00,20.9,109.0,90.0,2,POINT (109 20.9),112,KROVANH_2003_08
1984262N14259,1984,Eastern Pacific,ODILE,1984-09-22 06:00:00,16.5,-100.9,90.0,2,POINT (-100.9 16.5),95,ODILE_1984_09
2003235N20253,2003,Eastern Pacific,IGNACIO,2003-08-24 12:00:00,23.1,-108.9,90.0,2,POINT (-108.9 23.1),95,IGNACIO_2003_08
2007208N20155,2007,Western Pacific,USAGI,2007-08-02 06:00:00,31.9,131.9,90.0,2,POINT (131.9 31.9),71,USAGI_2007_08
2021296N13260,2021,Eastern Pacific,RICK,2021-10-25 06:00:00,17.2,-101.8,90.0,2,POINT (-101.8 17.2),95,RICK_2021_10
2003249N14329,2003,North Atlantic,ISABEL,2003-09-18 15:00:00,34.4,-75.8,90.0,2,POINT (-75.8 34.4),95,ISABEL_2003_09
2017097S12171,2017,South Pacific,COOK,2017-04-10 00:00:00,-20.5,165.8,90.0,2,POINT (165.8 -20.5),14,COOK_2017_04
1986027S13145,1986,South Pacific,WINIFRED,1986-02-01 06:00:00,-17.4,146.5,90.0,2,POINT (146.5 -17.4),21,WINIFRED_1986_02
1988055S10180,1988,South Pacific,BOLA,1988-02-29 00:00:00,-16.8,168.3,90.0,2,POINT (168.3 -16.8),18,BOLA_1988_02
2019314N14136,2019,Western Pacific,KALMAEGI,2019-11-19 00:00:00,19.2,122.5,90.0,2,POINT (122.5 19.2),51,KALMAEGI_2019_11
2024073S14128,2024,South Pacific,MEGAN,2024-03-17 18:00:00,-15.3,137.2,90.0,2,POINT (137.2 -15.3),21,MEGAN_2024_03
1987288N13168,1987,Western Pacific,LYNN,1987-10-23 21:00:00,19.2,121.2,90.0,2,POINT (121.2 19.2),51,LYNN_1987_10
2009268N14128,2009,Western Pacific,KETSANA,2009-09-29 03:00:00,15.4,109.3,90.0,2,POINT (109.3 15.4),112,KETSANA_2009_09
1998342N06141,1998,Western Pacific,FAITH,1998-12-11 12:00:00,11.4,118.8,90.0,2,POINT (118.8 11.4),47,FAITH_1998_12
1990221N07162,1990,Western Pacific,YANCY,1990-08-19 00:00:00,24.6,122.7,90.0,2,POINT (122.7 24.6),63,YANCY_1990_08
2024141N03142,2024,Western Pacific,EWINIAR,2024-05-26 21:00:00,15.7,122.6,90.0,2,POINT (122.6 15.7),51,EWINIAR_2024_05
1996282N11162,1996,Western Pacific,ABEL:BETH,1996-10-17 12:00:00,17.7,122.7,90.0,2,POINT (122.7 17.7),51,ABEL:BETH_1996_10
2020279N16284,2020,North Atlantic,DELTA,2020-10-07 09:00:00,20.5,-86.5,90.0,2,POINT (-86.5 20.5),95,DELTA_2020_10
2005230N20144,2005,Western Pacific,MAWAR,2005-08-25 09:00:00,33.9,138.1,90.0,2,POINT (138.1 33.9),71,MAWAR_2005_08
1993322N09137,1993,Western Pacific,KYLE,1993-11-23 09:00:00,13.0,109.8,90.0,2,POINT (109.8 13),112,KYLE_1993_11
1993211N07161,1993,Western Pacific,ROBYN,1993-08-09 18:00:00,32.2,129.2,90.0,2,POINT (129.2 32.2),71,ROBYN_1993_08
2004231N09147,2004,Western Pacific,AERE,2004-08-24 18:00:00,25.5,122.1,90.0,2,POINT (122.1 25.5),63,AERE_2004_08
1996172N13261,1996,Eastern Pacific,ALMA,1996-06-23 15:00:00,17.3,-102.7,90.0,2,POINT (-102.7 17.3),95,ALMA_1996_06
2024253N21266,2024,North Atlantic,FRANCINE,2024-09-11 22:00:00,29.3,-91.3,90.0,2,POINT (-91.3 29.3),95,FRANCINE_2024_09
2004239N11171,2004,Western Pacific,SONGDA,2004-09-07 00:00:00,32.7,129.5,90.0,2,POINT (129.5 32.7),71,SONGDA_2004_09
2021250N17254,2021,Eastern Pacific,OLAF,2021-09-10 02:50:00,23.0,-109.7,90.0,2,POINT (-109.7 23),95,OLAF_2021_09
1982227N09140,1982,Western Pacific,FAYE,1982-08-24 06:00:00,14.0,119.6,90.0,2,POINT (119.6 14),50,FAYE_1982_08
1996202N17115,1996,Western Pacific,FRANKIE,1996-07-23 18:00:00,20.2,106.6,90.0,2,POINT (106.6 20.2),112,FRANKIE_1996_07
1996201N07137,1996,Western Pacific,GLORIA,1996-07-24 15:00:00,18.0,123.2,90.0,2,POINT (123.2 18),51,GLORIA_1996_07
2008206N22133,2008,Western Pacific,FUNG-WONG,2008-07-27 21:00:00,23.3,121.9,90.0,2,POINT (121.9 23.3),63,FUNG-WONG_2008_07
1986252N06153,1986,Western Pacific,ABBY,1986-09-18 18:00:00,22.6,122.1,90.0,2,POINT (122.1 22.6),63,ABBY_1986_09
1986356S07183,1987,South Pacific,RAJA,1986-12-29 18:00:00,-17.4,180.4,90.0,2,POINT (180.4 -17.4),16,RAJA_1986_12
1996187N10326,1996,North Atlantic,BERTHA,1996-07-12 18:00:00,33.6,-78.1,90.0,2,POINT (-78.1 33.6),95,BERTHA_1996_07
1994282N17247,1994,Eastern Pacific,ROSA,1994-10-14 09:00:00,22.2,-106.2,90.0,2,POINT (-106.2 22.2),95,ROSA_1994_10
2018242N13343,2018,North Atlantic,FLORENCE,2018-09-14 00:00:00,34.0,-76.5,90.0,2,POINT (-76.5 34),95,FLORENCE_2018_09
1990350S11165,1991,South Pacific,JOY,1990-12-23 18:00:00,-16.4,146.7,90.0,2,POINT (146.7 -16.4),21,JOY_1990_12
1999236N22292,1999,North Atlantic,DENNIS,1999-08-28 18:00:00,27.7,-77.3,90.0,2,POINT (-77.3 27.7),65,DENNIS_1999_08
2015301N11065,2015,North Indian,CHAPALA,2015-11-02 18:00:00,13.7,49.6,90.0,2,POINT (49.6 13.7),112,CHAPALA_2015_11
2004319N10134,2004,Western Pacific,MUIFA,2004-11-19 06:00:00,14.8,124.1,90.0,2,POINT (124.1 14.8),51,MUIFA_2004_11
2025185N20119,2025,Western Pacific,DANAS,2025-07-06 12:00:00,23.0,119.6,89.0,2,POINT (119.6 23),63,DANAS_2025_07
2025274N15131,2025,Western Pacific,MATMO,2025-10-05 03:00:00,20.5,111.0,89.0,2,POINT (111 20.5),55,MATMO_2025_10
2025362S13120,2026,South Indian,HAYLEY,2025-12-30 06:00:00,-16.5,122.0,89.0,2,POINT (122 -16.5),21,HAYLEY_2025_12
2007085S11085,2007,South Indian,JAYA,2007-04-03 03:00:00,-14.7,51.1,88.0,2,POINT (51.1 -14.7),20,JAYA_2007_04
2004219N15137,2004,Western Pacific,RANANIM,2004-08-12 09:00:00,27.8,122.0,88.0,2,POINT (122 27.8),112,RANANIM_2004_08
1980197N07154,1980,Western Pacific,JOE,1980-07-20 15:00:00,16.7,123.0,88.0,2,POINT (123 16.7),51,JOE_1980_07
1990235N10152,1990,Western Pacific,ABE,1990-08-30 21:00:00,27.9,122.0,88.0,2,POINT (122 27.9),112,ABE_1990_08
1996289N13280,1996,North Atlantic,LILI,1996-10-19 03:00:00,23.2,-77.2,88.0,2,POINT (-77.2 23.2),62,LILI_1996_10
2002268N15163,2002,Western Pacific,HIGOS,2002-10-01 09:00:00,34.2,139.0,88.0,2,POINT (139 34.2),71,HIGOS_2002_10
2019268N10155,2019,Western Pacific,MITAG,2019-09-30 15:00:00,25.4,122.7,88.0,2,POINT (122.7 25.4),63,MITAG_2019_09
2017304N11127,2017,Western Pacific,DAMREY,2017-11-03 21:00:00,12.7,109.8,88.0,2,POINT (109.8 12.7),112,DAMREY_2017_11
2024270N24128,2024,Western Pacific,KRATHON,2024-10-02 15:00:00,22.1,119.6,88.0,2,POINT (119.6 22.1),63,KRATHON_2024_10
2008023S10050,2008,South Indian,FAME,2008-01-27 06:00:00,-15.7,44.4,85.0,2,POINT (44.4 -15.7),20,FAME_2008_01
2010293N17277,2010,North Atlantic,RICHARD,2010-10-25 00:00:00,17.2,-88.2,85.0,2,POINT (-88.2 17.2),95,RICHARD_2010_10
1983186N04153,1983,Western Pacific,VERA,1983-07-17 03:00:00,19.2,111.6,85.0,2,POINT (111.6 19.2),55,VERA_1983_07
1990216N13281,1990,North Atlantic,DIANA,1990-08-07 18:00:00,20.9,-96.8,85.0,2,POINT (-96.8 20.9),95,DIANA_1990_08
2020153N13072,2020,North Indian,NISARGA,2020-06-03 06:00:00,18.1,72.9,85.0,2,POINT (72.9 18.1),112,NISARGA_2020_06
1991251N12138,1991,Western Pacific,KINNA,1991-09-13 18:00:00,31.9,129.2,85.0,2,POINT (129.2 31.9),71,KINNA_1991_09
1998317N11087,1998,North Indian,UNNAMED,1998-11-15 12:00:00,17.7,82.9,85.0,2,POINT (82.9 17.7),112,UNNAMED_1998_11
1995323N05097,1995,North Indian,UNNAMED,1995-11-25 06:00:00,20.9,91.5,85.0,2,POINT (91.5 20.9),112,UNNAMED_1995_11
1986228N19120,1986,Western Pacific,WAYNE,1986-09-02 06:00:00,19.3,121.8,85.0,2,POINT (121.8 19.3),51,WAYNE_1986_09
2023059S15149,2023,South Pacific,KEVIN,2023-03-03 03:00:00,-17.3,167.2,85.0,2,POINT (167.2 -17.3),18,KEVIN_2023_03
2023055S14184,2023,South Pacific,JUDY,2023-02-28 18:00:00,-17.0,168.1,85.0,2,POINT (168.1 -17),18,JUDY_2023_02
2000305N06136,2000,Western Pacific,BEBINCA,2000-11-02 12:00:00,14.5,122.5,85.0,2,POINT (122.5 14.5),51,BEBINCA_2000_11
2022247N26147,2022,Western Pacific,MUIFA,2022-09-14 06:00:00,28.8,122.8,85.0,2,POINT (122.8 28.8),112,MUIFA_2022_09
2018334S09156,2019,South Pacific,OWEN,2018-12-12 21:00:00,-15.3,136.0,85.0,2,POINT (136 -15.3),21,OWEN_2018_12
1986271N12267,1986,Eastern Pacific,PAINE,1986-10-02 00:00:00,22.5,-109.1,85.0,2,POINT (-109.1 22.5),95,PAINE_1986_10
1995212N22287,1995,North Atlantic,ERIN,1995-08-03 13:30:00,30.0,-86.8,85.0,2,POINT (-86.8 30),95,ERIN_1995_08
2001056S11163,2001,South Pacific,PAULA,2001-02-28 06:00:00,-16.8,167.7,85.0,2,POINT (167.7 -16.8),18,PAULA_2001_02
1985280N15254,1985,Eastern Pacific,WALDO,1985-10-09 03:00:00,22.6,-108.9,85.0,2,POINT (-108.9 22.6),95,WALDO_1985_10
1998076S11170,1998,South Pacific,YALI,1998-03-21 18:00:00,-17.3,167.1,85.0,2,POINT (167.1 -17.3),18,YALI_1998_03
1980126N08150,1980,Western Pacific,DOM,1980-05-13 12:00:00,16.7,123.3,85.0,2,POINT (123.3 16.7),51,DOM_1980_05
1984314N09088,1984,North Indian,UNNAMED,1984-11-13 12:00:00,13.4,80.6,85.0,2,POINT (80.6 13.4),112,UNNAMED_1984_11
1993258N11279,1993,North Atlantic,GERT,1993-09-20 18:00:00,21.3,-97.0,85.0,2,POINT (-97 21.3),95,GERT_1993_09
1988347S12128,1989,South Indian,ILONA,1988-12-17 12:00:00,-20.2,116.0,85.0,2,POINT (116 -20.2),21,ILONA_1988_12
1985212N22148,1985,Western Pacific,KIT,1985-08-08 06:00:00,30.8,129.5,85.0,2,POINT (129.5 30.8),71,KIT_1985_08
2014197N10137,2014,Western Pacific,MATMO,2014-07-22 12:00:00,22.6,122.0,85.0,2,POINT (122 22.6),63,MATMO_2014_07
1993252N11265,1993,Eastern Pacific,LIDIA,1993-09-13 06:00:00,23.9,-107.8,85.0,2,POINT (-107.8 23.9),95,LIDIA_1993_09
2009308N11279,2009,North Atlantic,IDA,2009-11-08 15:00:00,21.4,-86.0,85.0,2,POINT (-86 21.4),95,IDA_2009_11
2009299N12153,2009,Western Pacific,MIRINAE,2009-10-30 09:00:00,14.8,123.9,85.0,2,POINT (123.9 14.8),51,MIRINAE_2009_10
2019278N16165,2019,Western Pacific,HAGIBIS,2019-10-12 06:00:00,33.7,138.2,85.0,2,POINT (138.2 33.7),71,HAGIBIS_2019_10
2011279N10257,2011,Eastern Pacific,JOVA,2011-10-12 00:00:00,18.6,-105.3,85.0,2,POINT (-105.3 18.6),95,JOVA_2011_10
1988055S10051,1988,South Indian,FILAO,1988-03-01 15:00:00,-18.6,37.4,85.0,2,POINT (37.4 -18.6),112,FILAO_1988_03
2003262N17254,2003,Eastern Pacific,MARTY,2003-09-22 09:30:00,23.0,-109.7,85.0,2,POINT (-109.7 23),95,MARTY_2003_09
2007188N04148,2007,Western Pacific,MAN-YI,2007-07-14 03:00:00,31.0,130.2,85.0,2,POINT (130.2 31),71,MAN-YI_2007_07
1995244N16256,1995,Eastern Pacific,HENRIETTE,1995-09-04 12:00:00,22.6,-109.7,85.0,2,POINT (-109.7 22.6),95,HENRIETTE_1995_09
1985231N16142,1985,Western Pacific,ODESSA,1985-08-29 15:00:00,30.2,130.9,85.0,2,POINT (130.9 30.2),71,ODESSA_1985_08
2003268N28298,2003,North Atlantic,JUAN,2003-09-29 03:00:00,44.4,-63.8,85.0,2,POINT (-63.8 44.4),95,JUAN_2003_09
2014180N32282,2014,North Atlantic,ARTHUR,2014-07-04 03:15:00,34.7,-76.6,85.0,2,POINT (-76.6 34.7),95,ARTHUR_2014_07
1980246N05151,1980,Western Pacific,ORCHID,1980-09-10 18:00:00,30.2,130.4,85.0,2,POINT (130.4 30.2),71,ORCHID_1980_09
1988005N03174,1988,Western Pacific,ROY,1988-01-15 18:00:00,13.0,126.0,85.0,2,POINT (126 13),49,ROY_1988_01
2017043S19040,2017,South Indian,DINEO,2017-02-15 12:00:00,-23.5,36.4,85.0,2,POINT (36.4 -23.5),112,DINEO_2017_02
2024082S08054,2024,South Indian,GAMANE,2024-03-27 00:00:00,-12.9,50.0,85.0,2,POINT (50 -12.9),20,GAMANE_2024_03
2008203N18276,2008,North Atlantic,DOLLY,2008-07-23 14:00:00,26.0,-96.8,85.0,2,POINT (-96.8 26),95,DOLLY_2008_07
1993185N09137,1993,Western Pacific,LEWIS,1993-07-10 09:00:00,18.2,111.2,85.0,2,POINT (111.2 18.2),55,LEWIS_1993_07
1987203N11263,1987,Eastern Pacific,EUGENE,1987-07-25 06:00:00,18.5,-104.6,85.0,2,POINT (-104.6 18.5),95,EUGENE_1987_07
2004214N30282,2004,North Atlantic,ALEX,2004-08-03 12:00:00,34.2,-76.4,85.0,2,POINT (-76.4 34.2),95,ALEX_2004_08
2012215N12313,2012,North Atlantic,ERNESTO,2012-08-08 03:15:00,18.8,-87.7,85.0,2,POINT (-87.7 18.8),95,ERNESTO_2012_08
2010284N14278,2010,North Atlantic,PAULA,2010-10-13 09:00:00,20.6,-86.0,85.0,2,POINT (-86 20.6),95,PAULA_2010_10
2012254N09135,2012,Western Pacific,SANBA,2012-09-17 00:00:00,34.1,128.1,85.0,2,POINT (128.1 34.1),112,SANBA_2012_09
1986067S11080,1986,South Indian,HONORININA,1986-03-15 06:00:00,-17.7,50.1,85.0,2,POINT (50.1 -17.7),20,HONORININA_1986_03
2005262N13127,2005,Western Pacific,DAMREY,2005-09-25 12:00:00,19.1,111.7,85.0,2,POINT (111.7 19.1),55,DAMREY_2005_09
1996254N14258,1996,Eastern Pacific,FAUSTO,1996-09-13 06:00:00,22.1,-110.7,85.0,2,POINT (-110.7 22.1),95,FAUSTO_1996_09
2024364S13117,2025,South Indian,DIKELEDI,2025-01-13 12:00:00,-15.2,40.6,84.0,2,POINT (40.6 -15.2),112,DIKELEDI_2025_01
2009123N10111,2009,Western Pacific,CHAN-HOM,2009-05-07 09:00:00,16.1,119.5,83.0,2,POINT (119.5 16.1),51,CHAN-HOM_2009_05
1987219N08155,1987,Western Pacific,CARY,1987-08-17 09:00:00,16.3,123.3,83.0,2,POINT (123.3 16.3),51,CARY_1987_08
2020296N09137,2020,Western Pacific,MOLAVE,2020-10-26 03:00:00,13.2,119.7,83.0,2,POINT (119.7 13.2),50,MOLAVE_2020_10
1996248N15319,1996,North Atlantic,HORTENSE,1996-09-11 09:00:00,20.5,-69.8,83.0,2,POINT (-69.8 20.5),54,HORTENSE_1996_09
2019264N19071,2019,North Indian,HIKAA:HIKKA,2019-09-24 09:00:00,19.9,58.9,83.0,2,POINT (58.9 19.9),112,HIKAA:HIKKA_2019_09
2018096S15172,2018,South Pacific,KENI,2018-04-10 03:00:00,-19.0,178.1,83.0,2,POINT (178.1 -19),15,KENI_2018_04
1982309N12066,1982,North Indian,UNNAMED,1982-11-08 09:00:00,20.4,70.6,83.0,2,POINT (70.6 20.4),112,UNNAMED_1982_11
2025219N18148,2025,Western Pacific,PODUL,2025-08-13 03:00:00,22.5,121.3,82.0,1,POINT (121.3 22.5),63,PODUL_2025_08
1993261N11131,1993,Western Pacific,DOT,1993-09-26 00:00:00,21.1,112.4,80.0,1,POINT (112.4 21.1),112,DOT_1993_09
2023194N16123,2023,Western Pacific,TALIM,2023-07-17 06:00:00,20.7,112.1,80.0,1,POINT (112.1 20.7),112,TALIM_2023_07
2013187N20156,2013,Western Pacific,SOULIK,2013-07-12 19:00:00,24.8,122.0,80.0,1,POINT (122 24.8),63,SOULIK_2013_07
2020205N26272,2020,North Atlantic,HANNA,2020-07-25 22:00:00,26.8,-97.3,80.0,1,POINT (-97.3 26.8),95,HANNA_2020_07
2020202N15241,2020,Eastern Pacific,DOUGLAS,2020-07-27 12:00:00,22.7,-159.7,80.0,1,POINT (-159.7 22.7),60,DOUGLAS_2020_07
1985227N16149,1985,Western Pacific,NELSON,1985-08-23 00:00:00,25.5,121.7,80.0,1,POINT (121.7 25.5),63,NELSON_1985_08
1996002S15133,1996,South Pacific,BARRY,1996-01-05 09:00:00,-16.4,141.1,80.0,1,POINT (141.1 -16.4),21,BARRY_1996_01
2022304N16287,2022,North Atlantic,LISA,2022-11-02 21:30:00,17.4,-88.3,80.0,1,POINT (-88.3 17.4),95,LISA_2022_11
2017147N14087,2017,North Indian,MORA,2017-05-30 00:00:00,21.0,91.9,80.0,1,POINT (91.9 21),112,MORA_2017_05
1996365S15137,1997,South Indian,RACHEL,1997-01-06 22:00:00,-19.3,118.9,80.0,1,POINT (118.9 -19.3),21,RACHEL_1997_01
2016341N08092,2016,North Indian,VARDAH,2016-12-12 06:00:00,13.2,80.8,80.0,1,POINT (80.8 13.2),112,VARDAH_2016_12
1985224N18279,1985,North Atlantic,DANNY,1985-08-15 12:00:00,28.9,-92.6,80.0,1,POINT (-92.6 28.9),95,DANNY_1985_08
2003188N11307,2003,North Atlantic,CLAUDETTE,2003-07-15 15:30:00,28.3,-96.2,80.0,1,POINT (-96.2 28.3),95,CLAUDETTE_2003_07
2015180N09160,2015,Western Pacific,CHAN-HOM,2015-07-11 00:00:00,28.6,122.8,80.0,1,POINT (122.8 28.6),112,CHAN-HOM_2015_07
1980043S16131,1980,South Indian,ENID,1980-02-16 00:00:00,-18.1,120.9,80.0,1,POINT (120.9 -18.1),21,ENID_1980_02
1991187N06139,1991,Western Pacific,ZEKE,1991-07-12 18:00:00,18.5,110.8,80.0,1,POINT (110.8 18.5),55,ZEKE_1991_07
2009215N20133,2009,Western Pacific,MORAKOT,2009-08-07 12:00:00,23.6,122.0,80.0,1,POINT (122 23.6),63,MORAKOT_2009_08
2021176N15259,2021,Eastern Pacific,ENRIQUE,2021-06-27 21:00:00,19.1,-105.8,80.0,1,POINT (-105.8 19.1),95,ENRIQUE_2021_06
1990261N12141,1990,Western Pacific,GENE,1990-09-29 06:00:00,31.1,130.9,80.0,1,POINT (130.9 31.1),71,GENE_1990_09
1987282N12137,1987,Western Pacific,KELLY,1987-10-16 12:00:00,32.3,133.4,80.0,1,POINT (133.4 32.3),66,KELLY_1987_10
1986169N07152,1986,Western Pacific,NANCY,1986-06-23 12:00:00,22.4,121.8,80.0,1,POINT (121.8 22.4),63,NANCY_1986_06
1991200N05157,1991,Western Pacific,CAITLIN,1991-07-29 03:00:00,33.6,128.5,80.0,1,POINT (128.5 33.6),71,CAITLIN_1991_07
2002252N29289,2002,North Atlantic,GUSTAV,2002-09-12 04:30:00,45.6,-60.4,80.0,1,POINT (-60.4 45.6),95,GUSTAV_2002_09
2007324N10140,2007,Western Pacific,MITAG,2007-11-25 12:00:00,16.8,123.2,80.0,1,POINT (123.2 16.8),51,MITAG_2007_11
1983002S11112,1983,South Indian,JANE,1983-01-09 06:00:00,-19.8,119.5,80.0,1,POINT (119.5 -19.8),21,JANE_1983_01
1982324N10193,1982,Eastern Pacific,IWA,1982-11-24 03:00:00,22.4,-160.1,80.0,1,POINT (-160.1 22.4),60,IWA_1982_11
2020234N19123,2020,Western Pacific,BAVI,2020-08-26 18:00:00,37.0,124.8,80.0,1,POINT (124.8 37),112,BAVI_2020_08
1996254N13138,1996,Western Pacific,VIOLET,1996-09-22 06:00:00,35.0,140.9,80.0,1,POINT (140.9 35),71,VIOLET_1996_09
1994287N14156,1994,Western Pacific,TERESA,1994-10-20 18:00:00,15.1,122.8,80.0,1,POINT (122.8 15.1),51,TERESA_1994_10
2014254N10142,2014,Western Pacific,KALMAEGI,2014-09-16 06:00:00,20.5,109.8,80.0,1,POINT (109.8 20.5),55,KALMAEGI_2014_09
1993224N07153,1993,Western Pacific,TASHA,1993-08-20 12:00:00,20.9,112.6,80.0,1,POINT (112.6 20.9),112,TASHA_1993_08
2017249N22263,2017,North Atlantic,KATIA,2017-09-08 21:00:00,21.0,-96.6,80.0,1,POINT (-96.6 21),95,KATIA_2017_09
2010240N15142,2010,Western Pacific,KOMPASU,2010-09-01 18:00:00,36.4,125.4,80.0,1,POINT (125.4 36.4),112,KOMPASU_2010_09
1997311N09258,1997,Eastern Pacific,RICK,1997-11-09 18:00:00,15.6,-98.6,80.0,1,POINT (-98.6 15.6),95,RICK_1997_11
2019213N17155,2019,Western Pacific,FRANCISCO,2019-08-05 18:00:00,31.8,131.9,80.0,1,POINT (131.9 31.8),71,FRANCISCO_2019_08
2017257N16258,2017,Eastern Pacific,MAX,2017-09-14 18:00:00,16.6,-99.2,80.0,1,POINT (-99.2 16.6),95,MAX_2017_09
2005071N06152,2005,Western Pacific,ROKE,2005-03-16 12:00:00,11.5,126.7,80.0,1,POINT (126.7 11.5),49,ROKE_2005_03
2018314N12093,2018,North Indian,GAJA,2018-11-15 18:00:00,10.6,80.3,80.0,1,POINT (80.3 10.6),44,GAJA_2018_11
2001264N13269,2001,Eastern Pacific,JULIETTE,2001-09-28 00:00:00,22.3,-110.7,80.0,1,POINT (-110.7 22.3),95,JULIETTE_2001_09
1992212N20135,1992,Western Pacific,IRVING,1992-08-04 00:00:00,32.3,133.9,80.0,1,POINT (133.9 32.3),66,IRVING_1992_08
2007255N27265,2007,North Atlantic,HUMBERTO,2007-09-13 07:00:00,29.6,-94.3,80.0,1,POINT (-94.3 29.6),95,HUMBERTO_2007_09
2017288N09138,2017,Western Pacific,LAN,2017-10-22 15:00:00,33.4,137.2,80.0,1,POINT (137.2 33.4),71,LAN_2017_10
1996179N13266,1996,Eastern Pacific,BORIS,1996-06-29 18:00:00,17.6,-101.5,80.0,1,POINT (-101.5 17.6),95,BORIS_1996_06
2016248N15255,2016,Eastern Pacific,NEWTON,2016-09-06 06:00:00,22.1,-109.5,80.0,1,POINT (-109.5 22.1),95,NEWTON_2016_09
1992174N13126,1992,Western Pacific,CHUCK,1992-06-28 00:00:00,18.5,109.9,80.0,1,POINT (109.9 18.5),55,CHUCK_1992_06
1998244N22267,1998,North Atlantic,EARL,1998-09-03 00:00:00,29.4,-86.8,80.0,1,POINT (-86.8 29.4),95,EARL_1998_09
2025267N10134,2025,Western Pacific,BUALOI,2025-09-28 18:00:00,18.2,106.2,80.0,1,POINT (106.2 18.2),112,BUALOI_2025_09
2026037S18122,2026,South Indian,MITCHELL,2026-02-07 18:00:00,-20.3,116.2,80.0,1,POINT (116.2 -20.3),21,MITCHELL_2026_02
2001204N19127,2001,Western Pacific,YUTU,2001-07-25 12:00:00,21.2,112.5,80.0,1,POINT (112.5 21.2),112,YUTU_2001_07
2025064S12067,2025,South Indian,JUDE,2025-03-09 18:00:00,-14.9,41.3,80.0,1,POINT (41.3 -14.9),112,JUDE_2025_03
2001181N08141,2001,Western Pacific,UTOR,2001-07-04 09:00:00,19.1,121.2,80.0,1,POINT (121.2 19.1),51,UTOR_2001_07
2010191N12138,2010,Western Pacific,CONSON,2010-07-16 06:00:00,17.6,110.2,80.0,1,POINT (110.2 17.6),55,CONSON_2010_07
2020211N13306,2020,North Atlantic,ISAIAS,2020-08-04 03:10:00,33.9,-78.5,80.0,1,POINT (-78.5 33.9),95,ISAIAS_2020_08
2011170N12263,2011,Eastern Pacific,BEATRIZ,2011-06-21 06:00:00,18.5,-104.0,80.0,1,POINT (-104 18.5),95,BEATRIZ_2011_06
2021198N19117,2021,Western Pacific,CEMPAKA,2021-07-20 06:00:00,21.5,112.3,80.0,1,POINT (112.3 21.5),112,CEMPAKA_2021_07
1989272N18120,1989,Western Pacific,BRIAN,1989-10-02 12:00:00,18.4,110.6,80.0,1,POINT (110.6 18.4),55,BRIAN_1989_10
2022239N22150,2022,Western Pacific,HINNAMNOR,2022-09-05 18:00:00,34.2,128.1,80.0,1,POINT (128.1 34.2),112,HINNAMNOR_2022_09
2010198N15123,2010,Western Pacific,CHANTHU,2010-07-22 00:00:00,20.6,111.4,80.0,1,POINT (111.4 20.6),55,CHANTHU_2010_07
1986343N05176,1986,Western Pacific,MARGE,1986-12-21 06:00:00,9.4,126.9,80.0,1,POINT (126.9 9.4),43,MARGE_1986_12
2014271N10160,2014,Western Pacific,PHANFONE,2014-10-05 18:00:00,33.0,135.4,80.0,1,POINT (135.4 33),71,PHANFONE_2014_10
2018263N12146,2018,Western Pacific,TRAMI,2018-09-30 00:00:00,30.5,130.9,80.0,1,POINT (130.9 30.5),71,TRAMI_2018_09
2022272N14258,2022,Eastern Pacific,ORLENE,2022-10-03 09:00:00,22.2,-106.4,80.0,1,POINT (-106.4 22.2),95,ORLENE_2022_10
2015162N12262,2015,Eastern Pacific,CARLOS,2015-06-16 18:00:00,17.7,-104.3,80.0,1,POINT (-104.3 17.7),95,CARLOS_2015_06
2015117S12115,2015,South Indian,QUANG,2015-05-01 03:00:00,-21.3,113.6,78.0,1,POINT (113.6 -21.3),21,QUANG_2015_05
2012142N09262,2012,Eastern Pacific,BUD,2012-05-25 15:00:00,18.6,-105.5,78.0,1,POINT (-105.5 18.6),95,BUD_2012_05
2023218N25145,2023,Western Pacific,LAN,2023-08-14 15:00:00,33.0,136.3,78.0,1,POINT (136.3 33),71,LAN_2023_08
2001246N19156,2001,Western Pacific,DANAS,2001-09-10 15:00:00,33.9,138.1,78.0,1,POINT (138.1 33.9),71,DANAS_2001_09
2017277N11279,2017,North Atlantic,NATE,2017-10-07 21:00:00,28.4,-89.1,78.0,1,POINT (-89.1 28.4),95,NATE_2017_10
1982229N09154,1982,Western Pacific,ELLIS,1982-08-26 09:00:00,30.2,131.0,78.0,1,POINT (131 30.2),71,ELLIS_1982_08
